implementation,checkpoint,rerun_stage,n_targets,noise,minsup,n_proc,win_size,light_output,full_subgroup_count,effective_monitored_subgroups,train_runtime_sec,precompute_runtime_sec,inject_runtime_sec,total_runtime_sec,train_peak_mb,precompute_peak_mb,inject_peak_mb,peak_memory_mb,train_returncode,precompute_returncode,inject_returncode,model_bytes,dataset_bytes,matches_bytes,supwise_bytes,drift_eval_bytes,total_artifact_bytes,model_mb,dataset_mb,matches_mb,supwise_mb,drift_eval_mb,total_artifact_mb,supwise_file_count,drift_eval_file_count,support_bucket_count,support_bucket_summary,avg_active_groups,min_active_groups,max_active_groups,subgroup_ratio_vs_baseline,runtime_ratio_vs_baseline,storage_ratio_vs_baseline,subgroup_reduction_vs_baseline,runtime_reduction_vs_baseline,storage_reduction_vs_baseline
baseline,adult_model_10_bench_refresh_base,inject,10,0.5,0.05,2,5,False,18543,18543.0,,,206.4526884999941,206.4526884999941,,,618.01953125,618.01953125,,,0,86051,3530369,445620607,1040332200,0,1489569227,0.08206462860107422,3.3668222427368164,424.9769277572632,992.1380996704102,0.0,1420.5639142990112,130,0,13,"{""0.0490-0.0525"": 10, ""0.0525-0.0551"": 10, ""0.0551-0.0581"": 10, ""0.0581-0.0615"": 10, ""0.0615-0.0658"": 10, ""0.0658-0.0704"": 10, ""0.0704-0.0765"": 10, ""0.0765-0.0849"": 10, ""0.0849-0.0960"": 10, ""0.0960-0.1090"": 10, ""0.1090-0.1310"": 10, ""0.1310-0.1860"": 10, ""0.1860-0.9920"": 10}",,,,,,,,,
adaptive,adult_model_adaptive_10_bench_refresh,inject,10,0.5,0.05,2,5,False,18543,6514.28717948718,,,1995.3863607000094,1995.3863607000094,,,655.98828125,655.98828125,,,0,86051,3530369,445620607,403485602,0,852722629,0.08206462860107422,3.3668222427368164,424.9769277572632,384.79385566711426,0.0,813.2196702957153,130,0,13,"{""0.0490-0.0525"": 10, ""0.0525-0.0551"": 10, ""0.0551-0.0581"": 10, ""0.0581-0.0615"": 10, ""0.0615-0.0658"": 10, ""0.0658-0.0704"": 10, ""0.0704-0.0765"": 10, ""0.0765-0.0849"": 10, ""0.0849-0.0960"": 10, ""0.0960-0.1090"": 10, ""0.1090-0.1310"": 10, ""0.1310-0.1860"": 10, ""0.1860-0.9920"": 10}",6514.28717948718,495.0,18543.0,0.3513070797329008,9.665102330212893,0.572462570751,0.6486929202670992,-8.665102330212893,0.42753742924899996
