implementation,checkpoint,support_low,support_high,method,nDCG,nDCG_10,nDCG_100,Pearson,Spearman,source_file
baseline,adult_model_10,0.0704,0.0765,random,0.688590890108796,0.0518909099130427,0.06946092605528895,-0.0018276284739379065,-0.00010635211773496594,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-5-80-89.pkl
baseline,adult_model_10,0.0704,0.0765,delta,0.6771009764318088,0.01243236090372566,0.016008168760033626,-0.04737170713187365,-0.026339903169971216,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-72-87-89.pkl
baseline,adult_model_10,0.0704,0.0765,tstat,0.6804943408865067,0.015716028085568108,0.01956898404554778,-0.0477803391743119,-0.024391386077769802,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-72-87-89.pkl
baseline,adult_model_10,0.0704,0.0765,random,0.7026051295859637,0.0778776098087153,0.07624108461667417,0.0014560129265411888,-0.000637011709710748,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-72-87-89.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.7506212426914041,0.15938602514347833,0.18227600846521763,0.1939208954190803,0.14321994416056785,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.745183796486308,0.17291995030549193,0.19949491475264003,0.13654579327017557,0.12141898646332479,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.7079925995273164,0.07720040057437434,0.08307747036803297,0.000997077979085118,0.0002821187108067081,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.7156817809992965,0.11916119059153818,0.13882017676424466,0.13153440173837605,0.0998464785941235,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.7136621129727306,0.1594948579649394,0.15052254324394668,0.09999301029360348,0.08497984695501007,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.6813194599395401,0.0712496479543643,0.0737811804124482,-0.0031077851393426907,-0.0032488404199758638,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.7297644449337843,0.12887162361350502,0.15255064447570976,0.1876592470411162,0.10052132464221329,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.7300897781266298,0.18038932420273548,0.191742046049432,0.1460674561277723,0.08587653957218778,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.6852533133889862,0.08374858588240015,0.08350708091038904,-0.0010760216424915686,-0.0030692039447970387,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.6699466948523811,0.042715706310533695,0.046412451880134445,-0.03915105408798526,-0.04188936983791938,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.6691955774587892,0.032844000635557175,0.033001876180357465,-0.044527252219555384,-0.054238425597668845,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.6877361754108366,0.04913420738762318,0.06523726054212106,-0.0003390093474584793,0.0004426066103889067,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.7429978031211811,0.03364603938154963,0.035436595102828886,-0.0007983663530855001,0.019831975659872922,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.7537777458984588,0.04856229500860428,0.08368129935961338,0.006315209464667588,0.019932365590835804,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.755320144662176,0.165479537787971,0.16749290997324795,-0.0007290327552921846,0.00028287769934452577,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.7598133525075459,0.19345667491530003,0.21709464331784967,0.2114617003016259,0.15863293657678024,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.7540997276810668,0.19517829902754516,0.22434913669986928,0.15613288236553666,0.13697224236327926,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.7144563309389602,0.08017906749954108,0.09591348380988649,-0.0006413816807827047,-0.0022050739408117762,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.7412280006648251,0.015260434826673084,0.020760464822171257,0.02906381518529327,0.038218746656556696,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.7486427453021868,0.027223343065065554,0.055042810502485766,0.049151021349145355,0.047759523973469685,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.7531675468804435,0.1270012978164868,0.16040722640332858,0.002077699383435176,0.001426858236045602,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.7591528794145114,0.15775773319710296,0.20761333342877983,0.25543020020815044,0.16648638782626737,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.7542436054469691,0.1663350957163833,0.22495210640386362,0.1880954754690626,0.1426963474885171,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.7077697995207846,0.09290793927291474,0.1013760947283044,0.001928062041386096,0.0017614348322900432,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.7563310841284403,0.1002623842987713,0.14379209914208746,0.1638838715846243,0.14277720206759104,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-20-34-59-78-129.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.7591765226613196,0.23205683968820393,0.23484665849045813,0.12936031543011806,0.12841375570851848,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-20-34-59-78-129.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.7284979738476929,0.09788645424065269,0.09961333117600898,0.0016443809496481912,0.0005445346162768514,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-20-34-59-78-129.pkl
baseline,adult_model_10,0.0765,0.0849,delta,0.6944127641811717,0.04242362460831963,0.059170313059164134,0.03896092485049194,0.02730308380728496,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-6-15-89.pkl
baseline,adult_model_10,0.0765,0.0849,tstat,0.7023265376454673,0.1113927289247315,0.11555036223215372,0.02637467517565659,0.02176641896358629,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-6-15-89.pkl
baseline,adult_model_10,0.0765,0.0849,random,0.6933577921193341,0.04813062607398296,0.06479655593948874,-0.002224941226808408,0.0001904653971503334,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-6-15-89.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7625135573289383,0.1105692772987515,0.14953070833656504,0.1897881890567759,0.14441209389172363,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-12-26.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.7574408227388056,0.14607232444678092,0.17983263839092065,0.1328685565726062,0.12576697408888668,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-12-26.pkl
baseline,adult_model_10,0.0849,0.096,random,0.7305215922612932,0.10351488600513441,0.11436437799409184,0.0005840669038593355,-0.00036679024598911127,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-12-26.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7904793659887591,0.2733237043827674,0.3162467568588493,0.2647807021980637,0.17542251748529553,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-26-34-59-87-129.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.7793077230302394,0.2669275503706501,0.30920695686810656,0.18317635719957742,0.14589496183738584,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-26-34-59-87-129.pkl
baseline,adult_model_10,0.0849,0.096,random,0.7360213524137812,0.1139825761257387,0.1335581353906419,-0.002561689114669615,-0.0008470238602215464,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-26-34-59-87-129.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7395049635618256,0.13509328981325955,0.1450871234289734,0.14202592622347662,0.08391623079255152,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-13-87.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.7384281382333658,0.16457419544091687,0.17410530033652225,0.09924853937839724,0.07348180968266353,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-13-87.pkl
baseline,adult_model_10,0.0849,0.096,random,0.710297826223452,0.08693905153850048,0.10037536622236673,-0.0008804059614371032,-0.0011031068026206934,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-13-87.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7826146935501784,0.14448206012607828,0.19076431805866753,0.190954403847096,0.13798107737734194,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-15-26-87-89.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.7789165185778105,0.16209527067959845,0.20712077346144794,0.13557345738880916,0.12242057710028831,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-15-26-87-89.pkl
baseline,adult_model_10,0.0849,0.096,random,0.7534693455579934,0.11793353925351494,0.1374447978880242,0.0007551396767212877,0.0004400433371759286,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-15-26-87-89.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7452488602977354,0.010795159078830965,0.013906116021295399,0.04116011542341322,0.05602025886720346,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-12-15-34-57-77-129.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.76058303324807,0.075913307636483,0.13784692167233664,0.0660890097383456,0.06294479152580854,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-12-15-34-57-77-129.pkl
baseline,adult_model_10,0.0849,0.096,random,0.7554756027483501,0.1703142737791511,0.16578579185137493,-0.0017214465390448712,-0.000963231063312985,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-12-15-34-57-77-129.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7599994714855791,0.18630020653529902,0.19710989133133466,0.23250019004541053,0.17364485468950502,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-15-20-26-59-88-129.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.7577814390544912,0.21263794963340113,0.23447501580362975,0.18297399939831713,0.1533110196023035,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-15-20-26-59-88-129.pkl
baseline,adult_model_10,0.0849,0.096,random,0.710670658817739,0.07568676243274661,0.08335329629653397,0.0017656298955194961,0.00038314899288480187,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-15-20-26-59-88-129.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7883690999489736,0.07503309645238676,0.14142656339757875,0.13096456514247307,0.14677754342006016,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-20-26-34-50-89-129.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.7908345232459452,0.17290418104371572,0.1983520350604416,0.12487261861914002,0.14261366862296035,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-20-26-34-50-89-129.pkl
baseline,adult_model_10,0.0849,0.096,random,0.774728278811436,0.1398411060557727,0.17235288651771222,0.0019144067256619342,0.002144106616909335,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-20-26-34-50-89-129.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7553266182161693,0.1948299444602625,0.22569249592071236,0.19090468802031105,0.13151719433144046,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-59-87-88.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.7486432904443886,0.21465152072717317,0.23545284508165035,0.12364550109683611,0.10744661610599712,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-59-87-88.pkl
baseline,adult_model_10,0.0849,0.096,random,0.7098474101113734,0.09157628614739563,0.10097061392800877,0.0036759213474377717,0.0028861595482537945,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-59-87-88.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7698036983845535,0.060493603786858564,0.07510604568912213,0.041403964684633233,0.06884536216219227,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-65-89.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.778700045301122,0.11318449125111754,0.13989503283692964,0.08091616136945018,0.08956785500092318,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-65-89.pkl
baseline,adult_model_10,0.0849,0.096,random,0.7719181299789514,0.11949087685347184,0.13078771167869027,-0.0015875753288247612,-0.002038824748614174,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-65-89.pkl
baseline,adult_model_10,0.0849,0.096,delta,0.7413921162000343,0.02279709152479356,0.03108935261472385,0.07903377891923254,0.1055343618017176,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-5-12-15-26-57.pkl
baseline,adult_model_10,0.0849,0.096,tstat,0.7591307869633568,0.12062172766663788,0.16239079612065035,0.12430796050159047,0.11747382829768355,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-5-12-15-26-57.pkl
baseline,adult_model_10,0.0849,0.096,random,0.7440106844989651,0.16403256235532457,0.16080911870066256,0.0002816127961706568,0.0004895464612994232,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-5-12-15-26-57.pkl
baseline,adult_model_10,0.096,0.109,delta,0.7534566747580929,0.1971237446076242,0.21541580882065173,0.2036856427004455,0.14397661667706876,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-15-59-88-129.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.7479413689768398,0.21315269403830578,0.22598049513155813,0.13772927877654922,0.12130104940719173,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-15-59-88-129.pkl
baseline,adult_model_10,0.096,0.109,random,0.7078911424055365,0.08526762800618617,0.08921291481896335,-0.0006884641451100996,0.0002396371878703667,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-15-59-88-129.pkl
baseline,adult_model_10,0.096,0.109,delta,0.7617684908666341,0.1288131630931747,0.17243897949433434,0.2214085882068165,0.1707934477862755,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-59-87-89-129.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.7595253298850125,0.19930626193501486,0.22165456919763202,0.17412507623895807,0.1512595195065928,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-59-87-89-129.pkl
baseline,adult_model_10,0.096,0.109,random,0.7209537873956433,0.10338276867343021,0.10905564096112288,0.001306503749877423,0.0004680851912867313,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-59-87-89-129.pkl
baseline,adult_model_10,0.096,0.109,delta,0.6953660750033975,0.007989024713919083,0.007186253314161469,0.018604669008749523,-0.005132010084702686,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-13-77-89-129.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.7147446867865029,0.1330326240069865,0.1311853903842572,0.041530567936880244,0.009642892699549948,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-13-77-89-129.pkl
baseline,adult_model_10,0.096,0.109,random,0.7108392361073042,0.0946127192971331,0.11368715196874758,0.0005604106623373553,0.0005657602225775143,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-13-77-89-129.pkl
baseline,adult_model_10,0.096,0.109,delta,0.6828541191660367,0.021607796810071973,0.024227151129560115,-0.0425359677206184,-0.047877930722536086,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-14-20-48-89.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.6850343187894116,0.042073250396425704,0.030192483770464757,-0.04251850530623948,-0.049972888910296415,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-14-20-48-89.pkl
baseline,adult_model_10,0.096,0.109,random,0.7097088123528715,0.09067706134124043,0.10250929228524325,-0.00077568994689025,0.0005927402196576092,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-14-20-48-89.pkl
baseline,adult_model_10,0.096,0.109,delta,0.7184179024440017,0.0035294566789552044,0.00513640581893905,-0.0005193372125824953,0.01312020813125731,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-15-20-27-77-87.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.7294133347105086,0.01423020599644668,0.04904261176910052,0.01897478763829067,0.03046353244575607,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-15-20-27-77-87.pkl
baseline,adult_model_10,0.096,0.109,random,0.7419928789885024,0.10433558601411332,0.12076599043968705,-2.388040057369948e-05,0.00026333881547093194,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-15-20-27-77-87.pkl
baseline,adult_model_10,0.096,0.109,delta,0.7143748601836122,0.0016302371003890331,0.0017096044278469193,0.010266727548195988,0.06037022320020907,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-15-20-57-77-89-129.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.7269044492012339,0.02054214967827766,0.042172268727772785,0.02580178379840804,0.08266905631629311,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-15-20-57-77-89-129.pkl
baseline,adult_model_10,0.096,0.109,random,0.7346437429833821,0.10964881992279467,0.11036337765332221,-0.0005055492176092038,0.00027249704038572413,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-15-20-57-77-89-129.pkl
baseline,adult_model_10,0.096,0.109,delta,0.7142879010522829,0.004542472011324206,0.003784542889200487,0.0066301960681275016,0.03990023554607237,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-5-15-20-57.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.7263284799912997,0.028484690448430362,0.039706256874553925,0.023270239057692384,0.05436441126416429,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-5-15-20-57.pkl
baseline,adult_model_10,0.096,0.109,random,0.7332932729458184,0.11141352239930115,0.11299031848006419,-0.003637795042124883,-0.0036487419109883686,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-5-15-20-57.pkl
baseline,adult_model_10,0.096,0.109,delta,0.7156886677694995,0.001520980195857129,0.0013484796428169248,-0.0020708902209142475,0.027355386998906835,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-77-89-129.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.7266147520436435,0.03130752893678923,0.05757775714368022,0.01242542027192105,0.04089431980327123,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-77-89-129.pkl
baseline,adult_model_10,0.096,0.109,random,0.7366185319810505,0.11069626759953706,0.11635025868079,-0.0007128728408376203,-0.0020170698189515765,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-77-89-129.pkl
baseline,adult_model_10,0.096,0.109,delta,0.773939561249769,0.011751547431020694,0.017022189218685924,0.03866676139232501,0.06161756549468409,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-15-26-34-57-77-129.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.7911177554237842,0.09369504438056304,0.16489294492760603,0.08028441371271795,0.0842129663874112,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-15-26-34-57-77-129.pkl
baseline,adult_model_10,0.096,0.109,random,0.7881008546199284,0.22186708388790347,0.21126154769640382,0.0034543264063141483,0.0035614865949622175,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-15-26-34-57-77-129.pkl
baseline,adult_model_10,0.096,0.109,delta,0.7497569584572801,0.015341907701234128,0.020456870835113473,0.04879156932734791,0.06254040513610341,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-20-50-57-89-129.pkl
baseline,adult_model_10,0.096,0.109,tstat,0.7612732594767332,0.0753781605083337,0.14643462813851305,0.06996469058549067,0.070499189814147,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-20-50-57-89-129.pkl
baseline,adult_model_10,0.096,0.109,random,0.7591665068911395,0.17788757570632457,0.17965956676369194,-0.0010158335133352797,-0.0014459311720896244,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-20-50-57-89-129.pkl
baseline,adult_model_10,0.109,0.131,delta,0.7595323584803203,0.005199440599595686,0.003029475894945994,0.02448265526646895,0.05107744538568988,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-1-34-57-77.pkl
baseline,adult_model_10,0.109,0.131,tstat,0.7737760768117136,0.038554338753253724,0.06828814504055106,0.06104789841644101,0.07641355377223873,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-1-34-57-77.pkl
baseline,adult_model_10,0.109,0.131,random,0.7804066437530731,0.16792080703525952,0.18993232938489568,0.0017103052140151332,0.002397133638509613,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-1-34-57-77.pkl
baseline,adult_model_10,0.109,0.131,delta,0.7532005723352433,0.023645743231975463,0.02915419174870861,0.07292021243542524,0.09947134303534756,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-15-20-50-57-87-89.pkl
baseline,adult_model_10,0.109,0.131,tstat,0.763272379930903,0.11816607091528047,0.13637140289621721,0.09728088088591154,0.10379134150347735,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-15-20-50-57-87-89.pkl
baseline,adult_model_10,0.109,0.131,random,0.7583191114159842,0.14817400925215937,0.17547830937821476,-0.0005240243322204571,-5.556638183581502e-05,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-15-20-50-57-87-89.pkl
baseline,adult_model_10,0.109,0.131,delta,0.7564577471579059,0.013582302408152043,0.016762921335243184,0.06356129522807956,0.08879844955050911,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-50-57-89.pkl
baseline,adult_model_10,0.109,0.131,tstat,0.7713664742461719,0.061748697245469414,0.11024368658156883,0.09392563005792358,0.09686804928974997,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-50-57-89.pkl
baseline,adult_model_10,0.109,0.131,random,0.7627847919817479,0.20897964170034683,0.2035396401326369,0.001840690736337345,0.002086129100843331,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-50-57-89.pkl
baseline,adult_model_10,0.109,0.131,delta,0.7507687564181477,0.00978599156403705,0.01505442933649894,0.050936652636574174,0.05424225963089063,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-77-87.pkl
baseline,adult_model_10,0.109,0.131,tstat,0.7636381380793102,0.14741778874115785,0.1527432242454768,0.07516964779140013,0.061376308041257405,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-77-87.pkl
baseline,adult_model_10,0.109,0.131,random,0.7616183101710616,0.22236344231640698,0.19181460027381766,0.0006812673496427389,0.0006094978952699759,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-77-87.pkl
baseline,adult_model_10,0.109,0.131,delta,0.7009949620469291,0.02438512203203434,0.026743540599703557,-0.04719399095675941,-0.04108268951323876,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-14-15-20-87-89-129.pkl
baseline,adult_model_10,0.109,0.131,tstat,0.7036766808348612,0.0356209708245542,0.0373270078143426,-0.04615652446412868,-0.04322136500677598,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-14-15-20-87-89-129.pkl
baseline,adult_model_10,0.109,0.131,random,0.7283762993573477,0.1342251266846437,0.1302957124102194,0.0010494603666175108,0.0018949929449891669,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-14-15-20-87-89-129.pkl
baseline,adult_model_10,0.109,0.131,delta,0.7178618878507832,0.00336560049127952,0.002629736296259609,-0.009779030830447606,0.01888105989622635,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-2-15-57-77-89.pkl
baseline,adult_model_10,0.109,0.131,tstat,0.7313878042970886,0.03118183998086702,0.055048781155522516,0.010329546650643784,0.04211049593740575,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-2-15-57-77-89.pkl
baseline,adult_model_10,0.109,0.131,random,0.7402091191496274,0.11977048753102881,0.1222417265291307,-0.0026112612310419656,-0.0035352341718528444,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-2-15-57-77-89.pkl
