implementation,checkpoint,support_low,support_high,source_file,gt,pred,threshold,win_size,policy,score_used,first_detect_window,n_detect_windows,n_windows_tested
adaptive,adult_model_adaptive_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0765-0.0849-target-14-20-72-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0765-0.0849-target-5-20-34-59-78-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0765,0.0849,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0765-0.0849-target-6-15-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-0-12-26.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-0-26-34-59-87-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-0-5-13-87.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-0-5-15-26-87-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-12-15-34-57-77-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-15-20-26-59-88-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-20-26-34-50-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-34-59-87-88.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-34-65-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0849,0.096,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0849-0.0960-target-5-12-15-26-57.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-0-15-59-88-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-0-59-87-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-13-77-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-14-20-48-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-15-20-27-77-87.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-2-15-20-57-77-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-2-5-15-20-57.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-2-77-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-5-15-26-34-57-77-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.096,0.109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.0960-0.1090-target-5-20-50-57-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-1-34-57-77.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-12-15-20-50-57-87-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-12-50-57-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-12-77-87.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-14-15-20-87-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-2-15-57-77-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-2-15-57-77.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-20-50-77-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-5-12-15-20-34-50-87-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.109,0.131,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1090-0.1310-target-5-13-15-54-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-0-15-26-59.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-0-5-15-20-26-34.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-1-15-20-77-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-1-20-77-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-1-34-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-12-15-20-77-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-15-20-27-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-15-20-59-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-15-78-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.131,0.186,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1310-0.1860-target-20-26-87-88.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-0-15-20-34.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-0.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-1-5-15-26.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-12-50.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-15-20-34-77-87.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-20-34-57-77-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-5-12-15-50-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-5-15-20-57-89.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-5-15-34-57-87-89-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.186,0.992,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.00-support-0.1860-0.9920-target-5-20-57-87-129.pkl,0,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-12-15-50-57-87-89.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-12-15-50-57-89-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-15-26-78-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-15-65-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-12-15-34-50-87-89.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-14-34-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-15-20-54-87-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-14-15-48-78.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-15-34-54-57-77.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.049,0.0525,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-5-15-34-55-88.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-0-34-57-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-0-5-13-15-20-26-54.pkl,1,1,5.0,5,max_t,6.5,1,6,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-1-15-20-26-34-57-89-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-1-5-27-57-77-89-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-12-15-20-26-78-129.pkl,1,1,5.0,5,max_t,14.0,1,5,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-12-15-26-34-50-77.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-13-26-54-59-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-14-15-20-34-77-87-89.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-27-50-87-129.pkl,1,1,5.0,5,max_t,14.0,1,4,21
adaptive,adult_model_adaptive_10,0.0525,0.0551,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-5-14-20-48-57-77-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-0-15-20-50-87-89.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-1-13-57-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-1-15-20-55-87.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-14-15-20-26-34-87-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-2-20-26-34-87-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-2-5-15-50-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-26-87-89-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-48-57-87-89-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-48-77-87-89-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0551,0.0581,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-15-26-78-87-89.pkl,1,1,5.0,5,max_t,14.0,1,5,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-0-5-34-78-129.pkl,1,1,5.0,5,max_t,6.5,1,6,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-0-5-50-89.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-1-15-55-87.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-13-26-59-87.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-5-12-15-20-26-34-88.pkl,1,1,5.0,5,max_t,14.0,1,4,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-5-13-54-57-77-87.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-5-15-20-26-50-57-77-89-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-5-15-26-78-89-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-5-20-26-50-77-89-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0581,0.0615,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-5-34-78-87-88-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-1-14-15-20-89-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-1-27-77-89.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-1-5-13-15-20-34.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-12-26-34-57-77.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-15-57-66-77-89.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-20-26-50-59-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-20-26-85-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-5-13-15-54-59-87-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-5-15-54-57-77-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0615,0.0658,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0615-0.0658-target-5-20-34-54-87-89-129.pkl,1,1,5.0,5,max_t,6.5,1,6,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-0-20-50-59.pkl,1,1,5.0,5,max_t,14.0,1,4,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-15-20-27-34-77-87-129.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-15-20-74-89.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-20-26-65-89-129.pkl,1,1,5.0,5,max_t,14.0,1,5,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-34-63-87-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-5-12-20-34-50-57-77-87.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-5-20-34-81.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-5-26-78-88.pkl,1,1,5.0,5,max_t,6.5,1,6,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-54-87-88.pkl,1,1,5.0,5,max_t,6.5,1,6,21
adaptive,adult_model_adaptive_10,0.0658,0.0704,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0658-0.0704-target-57-65-77-89-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0704,0.0765,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0704-0.0765-target-0-5-20-34-59-87-89.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0704,0.0765,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0704-0.0765-target-1-12-15-20-50-89-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0704,0.0765,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0704-0.0765-target-12-15-20-26-50-88.pkl,1,1,5.0,5,max_t,14.0,1,5,21
adaptive,adult_model_adaptive_10,0.0704,0.0765,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0704-0.0765-target-13-15-26-34-89.pkl,1,1,5.0,5,max_t,6.5,1,5,21
adaptive,adult_model_adaptive_10,0.0704,0.0765,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0704-0.0765-target-14-15-48-57-77-89.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0704,0.0765,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0704-0.0765-target-15-34-50-59-129.pkl,1,1,5.0,5,max_t,14.0,1,4,21
adaptive,adult_model_adaptive_10,0.0704,0.0765,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0704-0.0765-target-26-85.pkl,1,1,5.0,5,max_t,6.5,1,4,21
adaptive,adult_model_adaptive_10,0.0704,0.0765,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0704-0.0765-target-5-20-34-78-89-129.pkl,1,1,5.0,5,max_t,6.5,1,5,21
