implementation,checkpoint,support_low,support_high,method,nDCG,nDCG_10,nDCG_100,Pearson,Spearman,source_file,win_size,comparison
baseline,adult_model_10,0.0704,0.0765,tstat,0.8470051720051418,0.1328532105837242,0.1850126873770352,0.2424958003935532,0.281709801128261,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-26-85.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,random,0.7917145684643189,0.05758312664557715,0.07775355514106055,0.005751371118195387,0.006756552278338989,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-26-85.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,delta,0.8555628401901899,0.167919721096522,0.21491816732560315,0.2668613907420903,0.24662399127887055,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-5-20-34-78-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,tstat,0.8551995880439036,0.167919721096522,0.1948774525851406,0.19847065264658784,0.23152491069347733,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-5-20-34-78-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,random,0.8062527707548172,0.0631499339492007,0.10574633914956184,-0.007446835823524491,-0.004848905522281109,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-5-20-34-78-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,delta,0.8945209452622102,0.2349355043946074,0.33182439556385485,0.6199613897104673,0.3249983829682584,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-5-80-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,tstat,0.8914549296739084,0.2349355043946074,0.36110854389655744,0.478265077943996,0.3006074519329527,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-5-80-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,random,0.7721220357434287,0.04034805150227283,0.07889211618924466,-0.0067441830065433795,-0.00896203247373911,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-5-80-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,delta,0.7903056312096206,0.08413887437659501,0.0799423428596781,0.047741704504026296,0.15988069324749837,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-72-87-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,tstat,0.793379428595137,0.07939670581305569,0.08028414604486206,0.07620499014358356,0.14397615688655294,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-72-87-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0704,0.0765,random,0.7956290837138187,0.06742625337194617,0.06899712332778264,0.006756077951616538,0.010271312175111815,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0704-0.0765-target-72-87-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.8966552422407009,0.20578642044739653,0.2904161606307712,0.6123234084380095,0.4876103828551268,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.8940879933589138,0.2730228289759483,0.30519391023301407,0.4670886187539426,0.46075244495209505,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.7878945918982171,0.17185582274878097,0.12778451658527093,0.006780001428526826,0.0029002952898413746,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-0-5-26-88.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.8554490380319415,0.19594326719639185,0.2594400374145762,0.4553806666813195,0.40803452185255756,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.8560693727002533,0.256839273712255,0.28374821551541085,0.38712068267022237,0.3892040168450962,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.7508285205915068,0.052727144749049104,0.0879818103058124,-0.004286446209240222,-0.00124407502616474,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-20-87-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.903308505218948,0.3392176346484841,0.5270658197941496,0.6003961345571497,0.4038393895709074,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.9018972376471146,0.6377603818178155,0.6478973228198183,0.4985334763034451,0.3878020367531476,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.7641532358298035,0.08307712188171124,0.08996184011101092,-0.0073065356301359585,-0.0026696215820451014,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-13-54-59-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.7755693378124814,0.07762307227987196,0.09154407986699595,0.08244317357919231,0.2321533647910532,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.7756796569045598,0.08136996323020301,0.08989269914312173,0.0780603585401161,0.17653175215461886,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.7698135904425387,0.0737576107131772,0.08478292842093081,0.0022915775284298072,0.0020513697774557677,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-14-20-72-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.7944117941878734,0.10609410145723344,0.10531769260867463,-0.24163883633309596,-0.3130528982139334,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.7921466525473183,0.10609410145723344,0.09244947452482953,-0.346192494820872,-0.3644095439827572,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.8339303747828103,0.09900308791280762,0.13970581860671752,0.00020819960548702646,0.0016626235341905809,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-50-57-87-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.9202594384270308,0.699624414391817,0.5236197728582336,0.644101898654301,0.5510349510011935,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.9068790137133679,0.3398494482431616,0.38716923499399547,0.4909301613646226,0.5208563298606897,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.7922357047895532,0.11799576256137656,0.13457899588378205,-0.0041489213099032115,-0.003836603999577278,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-20-34-59-87-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.7957715895573918,0.19937127775951163,0.16568762551185665,-0.1944072293648658,-0.2598974267576834,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.7955543340831733,0.19937127775951163,0.13981863500275615,-0.27421658038513747,-0.2984658371781938,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.8319074543293624,0.16420623865963865,0.2038011184237504,-0.0005406311916079244,-0.005446252958242599,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-57-77-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.8953595406802615,0.3153537864049733,0.31487599111149683,0.5726858959766467,0.3529009753711798,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.8896026608604862,0.39267739545557423,0.41886948904674304,0.38492307181980495,0.32463906201816595,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.7897670657895325,0.06976439313629251,0.11037206094220099,0.0011896813953810729,0.006605931929171651,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-12-15-20-34-59.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.8995844405465169,0.2513191236325445,0.31559925920964144,0.49855985741848646,0.480251880853062,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-20-34-59-78-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.8981203602127953,0.2841423117147537,0.3281003370313394,0.38467482254441554,0.46347831111707766,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-20-34-59-78-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.818977239724793,0.12171399550523146,0.13623514785709412,0.0077344773486051534,0.011215154722964108,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-5-20-34-59-78-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,delta,0.8230666973428858,0.07626309297421491,0.09859979969773977,0.045026141232524255,0.039139031157917455,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-6-15-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,tstat,0.8247606028146766,0.06427044235250455,0.10285290669846199,0.045627689484044276,0.025670553522167624,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-6-15-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0765,0.0849,random,0.8147726839973627,0.04799895405685569,0.06506351697080186,-0.004414547095492087,0.0002445156477827187,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0765-0.0849-target-6-15-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.8956052190203744,0.19381079579239038,0.25971212232587315,0.5372017743123078,0.29577725014391737,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-12-26.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.8935719023672745,0.4150363211872281,0.42041325319142187,0.360146171485185,0.2915868694689492,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-12-26.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.8031528706789163,0.08082151634846377,0.07815895021336883,-0.004626471070925737,-0.00495056734171715,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-12-26.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.9368447622108749,0.3845162929033615,0.5382474993636809,0.6773228673758155,0.4909699551222257,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-26-34-59-87-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.9323885489666163,0.4981365951308167,0.5849322677612078,0.4987764662848748,0.4671244373723964,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-26-34-59-87-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.8217983991435858,0.024312536064216864,0.10984731855962125,-0.01064006783644056,-0.00883978542401326,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-26-34-59-87-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.8982376797936832,0.3564810374318501,0.4325179324112541,0.5371322305354451,0.4407335032444868,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-13-87.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.8985621429498266,0.44440024560584707,0.47634143549436236,0.45645949359397375,0.439484944034535,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-13-87.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.7993460643673939,0.2565710588496822,0.17187333419522435,0.0015780314542432122,0.0012151395930597672,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-13-87.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.9131456780470875,0.35930039140897185,0.40691351339507914,0.43786824948995223,0.29868337660365757,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-15-26-87-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.910558901549829,0.3608625607971765,0.4017680826079861,0.3199929305184044,0.3056042850081133,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-15-26-87-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.8513900994244707,0.13518629309069743,0.15779250084604435,0.0004997981524078879,0.0032499632865346114,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-0-5-15-26-87-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.8442221785169228,0.17783713726776895,0.1511796990716009,0.10465580551568407,0.0730389500651964,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-12-15-34-57-77-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.8459537373651024,0.17783713726776895,0.139091873124477,0.10362605799774076,0.04524127621490084,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-12-15-34-57-77-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.8350597944578462,0.21297916868215452,0.16246553374965744,-0.008535686607153255,-0.01043412933776116,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-12-15-34-57-77-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.9374843432060452,0.8606631277207938,0.5664152034913331,0.7162521692011191,0.584525715075814,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-15-20-26-59-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.9210031306298366,0.4017141001367728,0.4489890811468548,0.5519968449220576,0.555988239682264,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-15-20-26-59-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.7925212127079485,0.137878418364059,0.11684490724465042,-0.002314329365169533,0.004133058678519302,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-15-20-26-59-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.8672841537358851,0.16329768520344667,0.19758766869413838,0.08430914270150838,-0.023105533143701968,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-20-26-34-50-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.8674675093543037,0.27493077210570405,0.29916940519443813,0.04126108467371624,-0.027280300968700943,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-20-26-34-50-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.8558088876455708,0.1714891466279418,0.16310131191785193,0.003290288196705064,0.0036055867134439177,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-20-26-34-50-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.8971593978384788,0.30167247699937183,0.3305546749893133,0.5758294667402801,0.4432891143521423,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-59-87-88.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.895293375131025,0.2849967285422312,0.31426784956564785,0.4572460592937154,0.4129876863461598,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-59-87-88.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.7899364768599869,0.10595291005925189,0.10191047078482102,0.0005308187670219756,-0.0002810671478407988,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-59-87-88.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.838557819257353,0.1182269415301766,0.11623754025067665,-0.1840930387039607,-0.2678959094393589,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-65-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.8394382319077667,0.1041077115588471,0.10950133633763046,-0.15246080244182925,-0.25175902887816415,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-65-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.8563845781486192,0.05088371231939598,0.12115919572234757,0.0053017136938239675,0.015035296417575696,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-34-65-89.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,delta,0.8416506602569418,0.18851751840978845,0.18773078025783468,0.11962293180579557,0.14508294541372507,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-5-12-15-26-57.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,tstat,0.8524067697545149,0.22432736336180265,0.17805665227236656,0.1671105455545985,0.1307370715412755,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-5-12-15-26-57.pkl,5,first_vs_last
baseline,adult_model_10,0.0849,0.096,random,0.8265092288430451,0.11790742097057139,0.14665139957875503,0.0019081232298064576,0.006839738293292222,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0849-0.0960-target-5-12-15-26-57.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.9361743036761936,0.7680283988531107,0.7012811558155136,0.6992545791433915,0.545327552763103,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-15-59-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.9166170738867156,0.4077233425601219,0.43974744133866434,0.5554397364838103,0.5176791094225175,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-15-59-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.7835559060680907,0.07703008020673155,0.10620251338663715,-0.005452293314055059,-0.004803906225244053,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-15-59-88-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.9207524214540884,0.43634682399268343,0.47769529863068333,0.6073556631346917,0.4450423471752705,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-59-87-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.9166936757589857,0.4177174096075063,0.45730055028208266,0.4524872860359094,0.4264614624706611,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-59-87-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.809601062005996,0.08662579526690661,0.1324881152205902,-0.00234375957402378,-0.0065043822689490344,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-0-59-87-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.7997007280387777,0.04187185672988924,0.012780815026572311,0.13625432840981305,0.1762963462715092,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-13-77-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.8434964779379743,0.018515886759549755,0.17913044125292837,0.23999925865824362,0.17688934958287378,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-13-77-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.7915605067819818,0.20633593275742618,0.0994544565339876,-0.0007667080343155159,-0.0028283155701069058,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-13-77-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.782957807995505,0.11583481466679597,0.09954056371748257,0.05089703796635828,0.19239350582423184,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-14-20-48-89.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.7843366675670135,0.10675468586153251,0.10722576644243807,0.06553712993963276,0.1608843293379131,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-14-20-48-89.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.7877243393532678,0.08548975764498702,0.12009581863421881,0.0021413324454995406,0.005678889570778189,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-14-20-48-89.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.8048422957884765,0.028665499876925942,0.007950803172889034,0.03943603429502541,0.10676457455907667,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-15-20-27-77-87.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.8175722710505806,0.025786108729809774,0.06935562804062635,0.08042766361797042,0.11929329782204569,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-15-20-27-77-87.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.8236702782983797,0.13300935212093062,0.1463404829679107,0.0076153635082551905,0.010814782420549236,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-15-20-27-77-87.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.8010288500349203,0.0,0.00015221114331177745,0.072483001695239,0.2104702564843362,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-15-20-57-77-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.8207557253930313,0.015147130277193272,0.06001866332082497,0.08749629479807788,0.24781317765997468,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-15-20-57-77-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.8124992659070307,0.10466657149451215,0.11028452260373689,0.005117313317101947,0.007092129188621654,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-15-20-57-77-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.803199001852955,0.014461062919539617,0.006724353924796696,0.030012473346293173,0.18244918973068164,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-5-15-20-57.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.8149731405947036,0.012714318727658509,0.0169359092146329,0.003245979853589237,0.16989659108668312,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-5-15-20-57.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.8208924880791458,0.25057369782078365,0.14455311660858625,0.006431553489193782,0.0007916339606265704,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-5-15-20-57.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.7974187468557978,0.0726902861708159,0.01993340543879968,0.021504389400689636,0.1135805162109534,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-77-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.8092994130815279,0.029879783766074152,0.12449765974362077,0.01071402788574595,0.1243762511785221,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-77-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.8163846472240416,0.0318240333692668,0.11144684530231243,0.0037959725877151416,0.0072043959168867295,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-2-77-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.8706568491382937,0.16500889810030825,0.14193086170702487,0.09341483763250402,0.13933528048833693,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-15-26-34-57-77-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.8851447982123459,0.16500889810030825,0.2766292759852251,0.15892692255182922,0.16818418984329142,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-15-26-34-57-77-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.8764365419122431,0.16066053866664404,0.22312201998622078,0.001793103422947174,0.0007427347307777526,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-15-26-34-57-77-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,delta,0.8379397605764127,0.12813750863433798,0.10484127988708364,0.0539077020577233,0.08337591438955383,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-20-50-57-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,tstat,0.8456637781137977,0.12813750863433798,0.13131744884153768,0.07230585872361245,0.06301584260321581,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-20-50-57-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.096,0.109,random,0.8411620648868371,0.1305542246622779,0.1936925104640056,-0.0006763617583152473,0.00018552399088584142,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.0960-0.1090-target-5-20-50-57-89-129.pkl,5,first_vs_last
baseline,adult_model_10,0.109,0.131,delta,0.8513560898269324,0.034554361852615255,0.010042432890877636,0.045933198137946336,0.09976418080645719,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-1-34-57-77.pkl,5,first_vs_last
baseline,adult_model_10,0.109,0.131,tstat,0.8660454946905403,0.01011982595941821,0.11226507241929244,0.08265176814397715,0.1087310521162574,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-1-34-57-77.pkl,5,first_vs_last
baseline,adult_model_10,0.109,0.131,random,0.8681775506795145,0.16896118525973028,0.19785884435438444,0.006728579646242194,0.009163584429871016,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-1-34-57-77.pkl,5,first_vs_last
baseline,adult_model_10,0.109,0.131,delta,0.8355052394624137,0.14153984857425725,0.12812877654351504,0.019871830202268376,0.00890491108824713,models-ckpt\sup-wise\adult_model_10-noise-0.50-support-0.1090-0.1310-target-12-15-20-50-57-87-89.pkl,5,first_vs_last
