implementation,checkpoint,rerun_stage,n_targets,noise,minsup,n_proc,win_size,light_output,full_subgroup_count,effective_monitored_subgroups,train_runtime_sec,precompute_runtime_sec,inject_runtime_sec,total_runtime_sec,train_peak_mb,precompute_peak_mb,inject_peak_mb,peak_memory_mb,train_returncode,precompute_returncode,inject_returncode,model_bytes,dataset_bytes,matches_bytes,supwise_bytes,drift_eval_bytes,total_artifact_bytes,model_mb,dataset_mb,matches_mb,supwise_mb,drift_eval_mb,total_artifact_mb,supwise_file_count,drift_eval_file_count,support_bucket_count,support_bucket_summary,avg_active_groups,min_active_groups,max_active_groups,subgroup_ratio_vs_baseline,runtime_ratio_vs_baseline,storage_ratio_vs_baseline,subgroup_reduction_vs_baseline,runtime_reduction_vs_baseline,storage_reduction_vs_baseline
baseline,adult_model_10_bench_active_base,inject,10,0.5,0.05,2,5,False,18543,18543.0,,,231.03857849998167,231.03857849998167,,,617.87890625,617.87890625,,,0,86051,3530369,445620607,1040332200,0,1489569227,0.08206462860107422,3.3668222427368164,424.9769277572632,992.1380996704102,0.0,1420.5639142990112,130,0,13,"{""0.0490-0.0525"": 10, ""0.0525-0.0551"": 10, ""0.0551-0.0581"": 10, ""0.0581-0.0615"": 10, ""0.0615-0.0658"": 10, ""0.0658-0.0704"": 10, ""0.0704-0.0765"": 10, ""0.0765-0.0849"": 10, ""0.0849-0.0960"": 10, ""0.0960-0.1090"": 10, ""0.1090-0.1310"": 10, ""0.1310-0.1860"": 10, ""0.1860-0.9920"": 10}",,,,,,,,,
adaptive,adult_model_adaptive_10_bench_active,inject,10,0.5,0.05,2,5,False,18543,6514.333333333333,,,2072.588708400028,2072.588708400028,,,651.8046875,651.8046875,,,0,86051,3530369,445620607,403475980,0,852713007,0.08206462860107422,3.3668222427368164,424.9769277572632,384.7846794128418,0.0,813.2104940414429,130,0,13,"{""0.0490-0.0525"": 10, ""0.0525-0.0551"": 10, ""0.0551-0.0581"": 10, ""0.0581-0.0615"": 10, ""0.0615-0.0658"": 10, ""0.0658-0.0704"": 10, ""0.0704-0.0765"": 10, ""0.0765-0.0849"": 10, ""0.0849-0.0960"": 10, ""0.0960-0.1090"": 10, ""0.1090-0.1310"": 10, ""0.1310-0.1860"": 10, ""0.1860-0.9920"": 10}",6514.333333333333,500.0,18543.0,0.3513095687501123,8.970747317856235,0.5724561111653523,0.6486904312498877,-7.970747317856235,0.42754388883464767
