implementation,checkpoint,rerun_stage,n_targets,noise,minsup,n_proc,win_size,light_output,full_subgroup_count,effective_monitored_subgroups,train_runtime_sec,precompute_runtime_sec,inject_runtime_sec,total_runtime_sec,train_peak_mb,precompute_peak_mb,inject_peak_mb,peak_memory_mb,train_returncode,precompute_returncode,inject_returncode,model_bytes,dataset_bytes,matches_bytes,supwise_bytes,drift_eval_bytes,total_artifact_bytes,model_mb,dataset_mb,matches_mb,supwise_mb,drift_eval_mb,total_artifact_mb,supwise_file_count,drift_eval_file_count,support_bucket_count,support_bucket_summary,avg_active_groups,min_active_groups,max_active_groups,subgroup_ratio_vs_baseline,runtime_ratio_vs_baseline,storage_ratio_vs_baseline,subgroup_reduction_vs_baseline,runtime_reduction_vs_baseline,storage_reduction_vs_baseline
baseline,adult_model_10,inject,1,0.5,0.05,2,5,False,18543,18543.0,,,17.652914499980398,17.652914499980398,,,614.46875,614.46875,,,0,86051,3530369,445620607,2509921190,0,2959158217,0.08206462860107422,3.3668222427368164,424.9769277572632,2393.6473751068115,0.0,2822.0731897354126,403,0,13,"{""0.0490-0.0525"": 21, ""0.0525-0.0551"": 30, ""0.0551-0.0581"": 32, ""0.0581-0.0615"": 32, ""0.0615-0.0658"": 32, ""0.0658-0.0704"": 32, ""0.0704-0.0765"": 32, ""0.0765-0.0849"": 32, ""0.0849-0.0960"": 32, ""0.0960-0.1090"": 32, ""0.1090-0.1310"": 32, ""0.1310-0.1860"": 32, ""0.1860-0.9920"": 32}",,,,,,,,,
adaptive,adult_model_adaptive_10,inject,1,0.5,0.05,2,5,False,18543,6514.332506203474,,,208.79862770001637,208.79862770001637,,,649.70703125,649.70703125,,,0,86051,3530369,445620607,951965271,0,1401202298,0.08206462860107422,3.3668222427368164,424.9769277572632,907.8648290634155,0.0,1336.2906436920166,403,0,13,"{""0.0490-0.0525"": 21, ""0.0525-0.0551"": 30, ""0.0551-0.0581"": 32, ""0.0581-0.0615"": 32, ""0.0615-0.0658"": 32, ""0.0658-0.0704"": 32, ""0.0704-0.0765"": 32, ""0.0765-0.0849"": 32, ""0.0849-0.0960"": 32, ""0.0960-0.1090"": 32, ""0.1090-0.1310"": 32, ""0.1310-0.1860"": 32, ""0.1860-0.9920"": 32}",6514.332506203474,499.0,18543.0,0.35130952414406913,11.827997450520039,0.4735138155000517,0.6486904758559309,-10.827997450520039,0.5264861844999482
